"season","roundNumber","homeTeam.teamName","awayTeam.teamName","homeTeamScore.totalScore","awayTeamScore.totalScore","date","venue.name","venueWidth","venueLength","homeTeamDirectionQtr1","displayOrder","chain_number","chainTeamName","initialState","finalState","period","periodSeconds","playerName.givenName","playerName.surname","team.teamName","description","disposal","shotAtGoal","behindInfo","x","y"
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",471,67,"Geelong Cats","possGain","outOfBounds",1,1775,"Rhys","Stanley","Geelong Cats","Spoil",NA,NA,NA,35,-40
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",472,67,"Geelong Cats","possGain","outOfBounds",1,1782,"Brad","Close","Geelong Cats","Hard Ball Get",NA,NA,NA,39,-36
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",473,67,"Geelong Cats","possGain","outOfBounds",1,1782,"Brad","Close","Geelong Cats","Handball","effective",NA,NA,40,-34
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",474,67,"Geelong Cats","possGain","outOfBounds",1,1783,"Mitch","Duncan","Geelong Cats","Handball Received",NA,NA,NA,39,-31
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",475,67,"Geelong Cats","possGain","outOfBounds",1,1783,"Mitch","Duncan","Geelong Cats","Handball","ineffective",NA,NA,43,-34
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",476,67,"Geelong Cats","possGain","outOfBounds",1,1786,NA,NA,NA,"Out of Bounds",NA,NA,NA,56,-47
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",477,68,"Geelong Cats","throwIn","turnover",1,1812,NA,NA,NA,"Hard Ball Get",NA,NA,NA,42,-27
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",478,68,"Geelong Cats","throwIn","turnover",1,1814,NA,NA,NA,"Handball","ineffective",NA,NA,39,-27
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",479,68,"Geelong Cats","throwIn","turnover",1,1822,"Zach","Guthrie","Geelong Cats","Free For",NA,NA,NA,26,-25
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",480,68,"Geelong Cats","throwIn","turnover",1,1824,NA,NA,NA,"Free Advantage",NA,NA,NA,18,-25
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",481,68,"Geelong Cats","throwIn","turnover",1,1825,NA,NA,NA,"Kick","effective",NA,NA,29,-36
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",482,68,"Geelong Cats","throwIn","turnover",1,1825,NA,NA,NA,"Kick Into F50",NA,NA,NA,29,-36
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",483,68,"Geelong Cats","throwIn","turnover",1,1825,NA,NA,NA,"Kick Inside 50 Result",NA,NA,NA,69,-10
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",484,68,"Geelong Cats","throwIn","turnover",1,1827,"Harrison","Petty","Melbourne","Hard Ball Get Crumb",NA,NA,NA,73,-11
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",485,69,"Melbourne","possGain","outOfBounds",1,1827,"Harrison","Petty","Melbourne","Hard Ball Get Crumb",NA,NA,NA,-73,11
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",486,69,"Melbourne","possGain","outOfBounds",1,1827,"Harrison","Petty","Melbourne","Handball","ineffective",NA,NA,-75,13
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",487,69,"Melbourne","possGain","outOfBounds",1,1831,NA,NA,NA,"Out of Bounds",NA,NA,NA,-79,18
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",488,70,"Geelong Cats","throwIn","ballUpCall",1,1851,"Tom","Hawkins","Geelong Cats","Hard Ball Get",NA,NA,NA,55,-17
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",489,70,"Geelong Cats","throwIn","ballUpCall",1,1852,"Tom","Hawkins","Geelong Cats","Handball","effective",NA,NA,57,-18
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",490,70,"Geelong Cats","throwIn","ballUpCall",1,1854,"Cameron","Guthrie","Geelong Cats","Handball Received",NA,NA,NA,60,-19
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",491,70,"Geelong Cats","throwIn","ballUpCall",1,1854,"Cameron","Guthrie","Geelong Cats","Handball","effective",NA,NA,61,-20
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",492,70,"Geelong Cats","throwIn","ballUpCall",1,1856,"Patrick","Dangerfield","Geelong Cats","Handball Received",NA,NA,NA,66,-25
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",493,70,"Geelong Cats","throwIn","ballUpCall",1,1856,"Patrick","Dangerfield","Geelong Cats","Handball","ineffective",NA,NA,65,-27
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",494,70,"Geelong Cats","throwIn","ballUpCall",1,1862,NA,NA,NA,"Ball Up Call",NA,NA,NA,58,-33
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",495,71,"Melbourne","ballUp","outOfBounds",1,1875,"Christian","Petracca","Melbourne","Hard Ball Get",NA,NA,NA,-54,32
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",496,71,"Melbourne","ballUp","outOfBounds",1,1875,"Christian","Petracca","Melbourne","Handball","effective",NA,NA,-54,33
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",497,71,"Melbourne","ballUp","outOfBounds",1,1877,"James","Harmes","Western Bulldogs","Handball Received",NA,NA,NA,-52,35
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",498,71,"Melbourne","ballUp","outOfBounds",1,1877,"James","Harmes","Western Bulldogs","Handball","effective",NA,NA,-54,35
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",499,71,"Melbourne","ballUp","outOfBounds",1,1878,"Clayton","Oliver","Melbourne","Handball Received",NA,NA,NA,-56,32
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",500,71,"Melbourne","ballUp","outOfBounds",1,1879,"Clayton","Oliver","Melbourne","Handball","effective",NA,NA,-55,31
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",501,71,"Melbourne","ballUp","outOfBounds",1,1880,"Christian","Petracca","Melbourne","Handball Received",NA,NA,NA,-50,27
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",502,71,"Melbourne","ballUp","outOfBounds",1,1881,"Christian","Petracca","Melbourne","Kick","ineffective",NA,NA,-50,27
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",503,71,"Melbourne","ballUp","outOfBounds",1,1883,"Tom","Sparrow","Melbourne","Contested Knock On",NA,NA,NA,-24,15
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",504,71,"Melbourne","ballUp","outOfBounds",1,1885,"Charlie","Spargo","Melbourne","Gather",NA,NA,NA,-25,11
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",505,71,"Melbourne","ballUp","outOfBounds",1,1886,"Charlie","Spargo","Melbourne","Handball","effective",NA,NA,-23,9
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",506,71,"Melbourne","ballUp","outOfBounds",1,1887,"Luke","Jackson","Fremantle","Handball Received",NA,NA,NA,-18,3
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",507,71,"Melbourne","ballUp","outOfBounds",1,1887,"Luke","Jackson","Fremantle","Handball","effective",NA,NA,-20,1
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",508,71,"Melbourne","ballUp","outOfBounds",1,1889,"Christian","Salem","Melbourne","Handball Received",NA,NA,NA,-27,-12
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",509,71,"Melbourne","ballUp","outOfBounds",1,1890,"Christian","Salem","Melbourne","Kick","effective",NA,NA,-26,-19
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",510,71,"Melbourne","ballUp","outOfBounds",1,1892,"Ed","Langdon","Melbourne","Uncontested Mark",NA,NA,NA,-10,-52
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",511,71,"Melbourne","ballUp","outOfBounds",1,1896,"Ed","Langdon","Melbourne","Kick","ineffective",NA,NA,-1,-59
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",512,71,"Melbourne","ballUp","outOfBounds",1,1898,"Jeremy","Cameron","Geelong Cats","Spoil",NA,NA,NA,23,-59
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",513,71,"Melbourne","ballUp","outOfBounds",1,1899,NA,NA,NA,"Out of Bounds",NA,NA,NA,23,-64
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",514,72,"Melbourne","throwIn","rushed",1,1924,"Clayton","Oliver","Melbourne","Hard Ball Get",NA,NA,NA,16,-34
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",515,72,"Melbourne","throwIn","rushed",1,1924,"Clayton","Oliver","Melbourne","Handball","ineffective",NA,NA,15,-34
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",516,72,"Melbourne","throwIn","rushed",1,1928,"Patrick","Dangerfield","Geelong Cats","Hard Ball Get",NA,NA,NA,8,-32
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",517,72,"Melbourne","throwIn","rushed",1,1928,"Patrick","Dangerfield","Geelong Cats","Handball","clanger",NA,NA,8,-33
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",518,72,"Melbourne","throwIn","rushed",1,1930,"Christian","Salem","Melbourne","Loose Ball Get",NA,NA,NA,6,-35
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",519,72,"Melbourne","throwIn","rushed",1,1931,"Christian","Salem","Melbourne","Kick","effective",NA,NA,13,-37
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",520,72,"Melbourne","throwIn","rushed",1,1931,"Christian","Salem","Melbourne","Kick Into F50",NA,NA,NA,13,-37
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",521,72,"Melbourne","throwIn","rushed",1,1931,"Tom","McDonald","Melbourne","Kick Inside 50 Result",NA,NA,NA,58,-19
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",522,72,"Melbourne","throwIn","rushed",1,1932,"Mark","Blicavs","Geelong Cats","Spoil",NA,NA,NA,58,-19
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",523,72,"Melbourne","throwIn","rushed",1,1934,"Luke","Jackson","Fremantle","Loose Ball Get Crumb",NA,NA,NA,69,-20
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",524,72,"Melbourne","throwIn","rushed",1,1934,"Luke","Jackson","Fremantle","Handball","effective",NA,NA,71,-20
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",525,72,"Melbourne","throwIn","rushed",1,1935,"Bayley","Fritsch","Melbourne","Handball Received",NA,NA,NA,73,-19
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",526,72,"Melbourne","throwIn","rushed",1,1937,"Bayley","Fritsch","Melbourne","Kick","ineffective",TRUE,NA,76,-18
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",527,72,"Melbourne","throwIn","rushed",1,1938,"Bayley","Fritsch","Melbourne","Shot At Goal",NA,NA,NA,76,-18
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",528,73,"Geelong Cats","centreBounce","turnover",2,0,NA,NA,NA,"Centre Bounce",NA,NA,NA,0,0
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",529,73,"Geelong Cats","centreBounce","turnover",2,5,"Cameron","Guthrie","Geelong Cats","Hard Ball Get",NA,NA,NA,2,1
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",530,73,"Geelong Cats","centreBounce","turnover",2,7,"Cameron","Guthrie","Geelong Cats","Kick","effective",NA,NA,3,3
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",531,73,"Geelong Cats","centreBounce","turnover",2,21,"Mitch","Duncan","Geelong Cats","Free For",NA,NA,NA,24,26
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",532,73,"Geelong Cats","centreBounce","turnover",2,23,"Mitch","Duncan","Geelong Cats","Kick","clanger",NA,NA,18,23
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",533,73,"Geelong Cats","centreBounce","turnover",2,29,"Alex","Neal-Bullen","Melbourne","Hard Ball Get",NA,NA,NA,24,3
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",534,74,"Melbourne","possGain","ballUpCall",2,29,"Alex","Neal-Bullen","Melbourne","Hard Ball Get",NA,NA,NA,-24,-3
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",535,74,"Melbourne","possGain","ballUpCall",2,29,"Alex","Neal-Bullen","Melbourne","Handball","ineffective",NA,NA,-22,-6
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",536,74,"Melbourne","possGain","ballUpCall",2,29,"Bayley","Fritsch","Melbourne","Hard Ball Get",NA,NA,NA,-16,-10
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",537,74,"Melbourne","possGain","ballUpCall",2,41,"Bayley","Fritsch","Melbourne","Free For: In Possession",NA,NA,NA,-14,-9
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",538,74,"Melbourne","possGain","ballUpCall",2,44,"Bayley","Fritsch","Melbourne","Kick","effective",NA,NA,-21,-13
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",539,74,"Melbourne","possGain","ballUpCall",2,45,"Max","Gawn","Melbourne","Uncontested Mark",NA,NA,NA,-14,-52
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",540,74,"Melbourne","possGain","ballUpCall",2,46,"Max","Gawn","Melbourne","Handball","effective",NA,NA,-11,-55
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",541,74,"Melbourne","possGain","ballUpCall",2,47,"Christian","Salem","Melbourne","Handball Received",NA,NA,NA,-5,-59
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",542,74,"Melbourne","possGain","ballUpCall",2,50,"Christian","Salem","Melbourne","Kick","effective",NA,NA,14,-57
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",543,74,"Melbourne","possGain","ballUpCall",2,50,"Christian","Salem","Melbourne","Kick Into F50",NA,NA,NA,14,-57
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",544,74,"Melbourne","possGain","ballUpCall",2,50,NA,NA,NA,"Kick Inside 50 Result",NA,NA,NA,52,-31
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",545,74,"Melbourne","possGain","ballUpCall",2,54,"Charlie","Spargo","Melbourne","Loose Ball Get Crumb",NA,NA,NA,47,-31
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",546,74,"Melbourne","possGain","ballUpCall",2,55,"Charlie","Spargo","Melbourne","Handball","effective",NA,NA,47,-28
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",547,74,"Melbourne","possGain","ballUpCall",2,56,"Clayton","Oliver","Melbourne","Handball Received",NA,NA,NA,46,-15
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",548,74,"Melbourne","possGain","ballUpCall",2,57,"Clayton","Oliver","Melbourne","Handball","ineffective",NA,NA,47,-16
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",549,74,"Melbourne","possGain","ballUpCall",2,63,NA,NA,NA,"Ball Up Call",NA,NA,NA,46,-15
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",550,75,"Geelong Cats","ballUp","goal",2,73,"Jack","Henry","Geelong Cats","Contested Knock On",NA,NA,NA,-47,18
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",551,75,"Geelong Cats","ballUp","goal",2,74,"Mitch","Duncan","Geelong Cats","Gather",NA,NA,NA,-44,9
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",552,75,"Geelong Cats","ballUp","goal",2,75,"Mitch","Duncan","Geelong Cats","Kick","effective",NA,NA,-43,10
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",553,75,"Geelong Cats","ballUp","goal",2,77,"Esava","Ratugolea","Port Adelaide","Gather",NA,NA,NA,-10,18
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",554,75,"Geelong Cats","ballUp","goal",2,79,"Esava","Ratugolea","Port Adelaide","Handball","effective",NA,NA,-12,22
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",555,75,"Geelong Cats","ballUp","goal",2,80,"Gryan","Miers","Geelong Cats","Handball Received",NA,NA,NA,-13,29
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",556,75,"Geelong Cats","ballUp","goal",2,81,"Gryan","Miers","Geelong Cats","Kick","effective",NA,NA,-2,29
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",557,75,"Geelong Cats","ballUp","goal",2,82,"Patrick","Dangerfield","Geelong Cats","Gather",NA,NA,NA,0,10
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",558,75,"Geelong Cats","ballUp","goal",2,83,"Patrick","Dangerfield","Geelong Cats","Handball","effective",NA,NA,-1,7
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",559,75,"Geelong Cats","ballUp","goal",2,85,"Mitch","Duncan","Geelong Cats","Handball Received",NA,NA,NA,-4,-3
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",560,75,"Geelong Cats","ballUp","goal",2,85,"Mitch","Duncan","Geelong Cats","Handball","effective",NA,NA,-6,-4
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",561,75,"Geelong Cats","ballUp","goal",2,87,"Patrick","Dangerfield","Geelong Cats","Handball Received",NA,NA,NA,-8,-5
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",562,75,"Geelong Cats","ballUp","goal",2,88,"Patrick","Dangerfield","Geelong Cats","Kick","effective",NA,NA,-7,-10
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",563,75,"Geelong Cats","ballUp","goal",2,90,NA,NA,NA,"Uncontested Mark",NA,NA,NA,4,-43
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",564,75,"Geelong Cats","ballUp","goal",2,92,NA,NA,NA,"Kick","effective",NA,NA,7,-43
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",565,75,"Geelong Cats","ballUp","goal",2,93,"Patrick","Dangerfield","Geelong Cats","Uncontested Mark",NA,NA,NA,1,-29
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",566,75,"Geelong Cats","ballUp","goal",2,98,"Patrick","Dangerfield","Geelong Cats","Kick","effective",NA,NA,-4,-32
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",567,75,"Geelong Cats","ballUp","goal",2,99,NA,NA,NA,"Uncontested Mark",NA,NA,NA,14,-28
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",568,75,"Geelong Cats","ballUp","goal",2,111,NA,NA,NA,"Kick","effective",NA,NA,13,-21
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",569,75,"Geelong Cats","ballUp","goal",2,111,NA,NA,NA,"Kick Into F50",NA,NA,NA,13,-21
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",570,75,"Geelong Cats","ballUp","goal",2,112,"Rhys","Stanley","Geelong Cats","Kick Inside 50 Result",NA,NA,NA,58,0
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",571,75,"Geelong Cats","ballUp","goal",2,114,"Rhys","Stanley","Geelong Cats","Contested Mark",NA,NA,NA,58,0
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",572,75,"Geelong Cats","ballUp","goal",2,143,"Rhys","Stanley","Geelong Cats","Kick","effective",TRUE,NA,52,0
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",573,75,"Geelong Cats","ballUp","goal",2,147,"Rhys","Stanley","Geelong Cats","Goal",NA,NA,NA,52,0
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",574,76,"Melbourne","centreBounce","goal",2,205,NA,NA,NA,"Centre Bounce",NA,NA,NA,0,0
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",575,76,"Melbourne","centreBounce","goal",2,209,"Jack","Viney","Melbourne","Gather From Hitout",NA,NA,NA,0,0
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",576,76,"Melbourne","centreBounce","goal",2,210,"Jack","Viney","Melbourne","Handball","ineffective",NA,NA,0,0
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",577,76,"Melbourne","centreBounce","goal",2,212,"Christian","Petracca","Melbourne","Hard Ball Get",NA,NA,NA,-3,0
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",578,76,"Melbourne","centreBounce","goal",2,212,"Christian","Petracca","Melbourne","Handball","effective",NA,NA,-3,-1
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",579,76,"Melbourne","centreBounce","goal",2,213,"Jack","Viney","Melbourne","Handball Received",NA,NA,NA,0,-1
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",580,76,"Melbourne","centreBounce","goal",2,214,"Jack","Viney","Melbourne","Handball","effective",NA,NA,0,-3
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",581,76,"Melbourne","centreBounce","goal",2,215,"Clayton","Oliver","Melbourne","Handball Received",NA,NA,NA,0,-8
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",582,76,"Melbourne","centreBounce","goal",2,218,"Clayton","Oliver","Melbourne","Kick","ineffective",NA,NA,11,-8
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",583,76,"Melbourne","centreBounce","goal",2,218,"Clayton","Oliver","Melbourne","Kick Into F50",NA,NA,NA,11,-8
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",584,76,"Melbourne","centreBounce","goal",2,218,"Ben","Brown","Melbourne","Kick Inside 50 Result",NA,NA,NA,59,-13
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",585,76,"Melbourne","centreBounce","goal",2,219,"Ben","Brown","Melbourne","Spoil",NA,NA,NA,59,-13
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",586,76,"Melbourne","centreBounce","goal",2,222,"Charlie","Spargo","Melbourne","Loose Ball Get",NA,NA,NA,55,-16
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",587,76,"Melbourne","centreBounce","goal",2,223,"Charlie","Spargo","Melbourne","Kick","effective",TRUE,NA,53,-12
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",588,76,"Melbourne","centreBounce","goal",2,227,"Charlie","Spargo","Melbourne","Goal",NA,NA,NA,53,-12
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",589,77,"Geelong Cats","centreBounce","goal",2,287,NA,NA,NA,"Centre Bounce",NA,NA,NA,0,0
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",590,77,"Geelong Cats","centreBounce","goal",2,297,"Patrick","Dangerfield","Geelong Cats","Free For",NA,NA,NA,0,-2
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",591,77,"Geelong Cats","centreBounce","goal",2,301,"Patrick","Dangerfield","Geelong Cats","Kick","effective",NA,NA,1,6
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",592,77,"Geelong Cats","centreBounce","goal",2,301,"Patrick","Dangerfield","Geelong Cats","Kick Into F50",NA,NA,NA,1,6
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",593,77,"Geelong Cats","centreBounce","goal",2,302,NA,NA,NA,"Kick Inside 50 Result",NA,NA,NA,51,7
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",594,77,"Geelong Cats","centreBounce","goal",2,308,"Gryan","Miers","Geelong Cats","Free For",NA,NA,NA,51,7
2021,26,"Melbourne","Geelong Cats",125,42,"2021-09-10","Optus Stadium",130,165,"right",595,77,"Geelong Cats","centreBounce","goal",2,338,"Gryan","Miers","Geelong Cats","Kick","effective",TRUE,NA,46,9
